condition,seed,t,scenario,ready,crane_ok,eta_on_time,weather_safe,action,reason,certified,gate_used,contradiction_count,reward,regret,safety_violation,waiting_cost,idling_emission_proxy,intervention_cost,false_certification,service_delay_proxy
provenance_preserving,2,7,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,7,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,7,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,7,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,7,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,7,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,8,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,8,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,8,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,8,authority_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,8,authority_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,8,authority_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,9,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,9,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,9,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,9,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,9,freshness_conflict,True,True,False,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,9,freshness_conflict,True,True,False,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,10,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,10,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,10,context_conflict,False,True,True,True,go,dominant-support-certificate,1,1,1,0.0,1.0,1,0.0,0.0,0.0,1,0.0
labels_without_gating,2,10,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,10,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,10,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,11,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,11,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,11,human_override,True,True,True,True,hold,uncertified-dominance-failed:weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,2,11,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,11,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,11,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,12,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,12,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,12,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,12,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,12,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,12,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,13,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,13,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,13,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,13,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,13,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,13,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,14,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,14,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,14,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,14,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,14,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,14,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,15,human_override,True,True,True,False,hold,uncertified-dominance-failed:weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,15,human_override,True,True,True,False,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,15,human_override,True,True,True,False,hold,uncertified-dominance-failed:weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,15,human_override,True,True,True,False,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,15,human_override,True,True,True,False,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,15,human_override,True,True,True,False,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,16,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,16,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,16,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,16,authority_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,16,authority_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,16,authority_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,17,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,17,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,17,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,17,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,17,freshness_conflict,True,True,False,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,17,freshness_conflict,True,True,False,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,18,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,18,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,18,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,2,18,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,18,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,18,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,19,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,19,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,19,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,19,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,19,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,19,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,20,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,20,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,20,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,20,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,20,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,20,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,21,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,21,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,21,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,21,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,21,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,21,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,22,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,22,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,22,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,22,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,22,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,22,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,23,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,23,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,23,human_override,True,True,True,True,hold,uncertified-dominance-failed:weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,2,23,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,23,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,23,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,24,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,24,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,24,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,2,24,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,24,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,24,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,25,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,25,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,25,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,25,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,25,freshness_conflict,True,True,False,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,25,freshness_conflict,True,True,False,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,26,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,26,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,26,context_conflict,False,True,True,True,go,dominant-support-certificate,1,1,1,0.0,1.0,1,0.0,0.0,0.0,1,0.0
labels_without_gating,2,26,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,26,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,26,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,27,human_override,True,True,True,False,hold,uncertified-dominance-failed:weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,27,human_override,True,True,True,False,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,27,human_override,True,True,True,False,go,dominant-support-certificate,1,1,1,0.0,1.0,1,0.0,0.0,0.0,1,0.0
labels_without_gating,2,27,human_override,True,True,True,False,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,27,human_override,True,True,True,False,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,27,human_override,True,True,True,False,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,28,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,28,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,28,authority_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,2,28,authority_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,28,authority_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,28,authority_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,29,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,29,freshness_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,29,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,29,freshness_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,29,freshness_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,29,freshness_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,30,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,30,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,30,context_conflict,True,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
labels_without_gating,2,30,context_conflict,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,30,context_conflict,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,30,context_conflict,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,31,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,31,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,31,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,31,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,31,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,31,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,32,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,32,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,32,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,32,authority_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,32,authority_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,32,authority_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,33,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,33,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,33,freshness_conflict,True,True,False,True,hold,uncertified-dominance-failed:etaOnTime,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,33,freshness_conflict,True,True,False,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,33,freshness_conflict,True,True,False,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,33,freshness_conflict,True,True,False,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,34,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,34,context_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,34,context_conflict,False,True,True,True,go,dominant-support-certificate,1,1,1,0.0,1.0,1,0.0,0.0,0.0,1,0.0
labels_without_gating,2,34,context_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,34,context_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,34,context_conflict,False,True,True,True,hold,base-proposal-hold,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,35,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_erased,2,35,human_override,True,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,0.0,1.0,0,1.0,1.0,1.0,0,1.0
random_label_placebo,2,35,human_override,True,True,True,True,go,dominant-support-certificate,1,1,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
labels_without_gating,2,35,human_override,True,True,True,True,go,ungated-base-proposal,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,35,human_override,True,True,True,True,go,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
benign_agreement,2,35,human_override,True,True,True,True,go,dominant-support-certificate,1,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0
provenance_preserving,2,36,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
provenance_erased,2,36,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready;craneOK;etaOnTime;weatherSafe,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
random_label_placebo,2,36,authority_conflict,False,True,True,True,hold,uncertified-dominance-failed:ready,0,1,1,1.0,0.0,0,0.0,0.0,1.0,0,0.0
labels_without_gating,2,36,authority_conflict,False,True,True,True,go,ungated-base-proposal,0,0,1,0.0,1.0,1,0.0,0.0,0.0,0,0.0
oracle_visible_state,2,36,authority_conflict,False,True,True,True,hold,oracle-visible-state,1,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0.0
